account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn,total_minutes,total_calls,total_charges
112,510,no,no,0,194,101,33,190,82,16,183,107,8,11,2,3,0,False,578,292,60
209,415,no,no,0,227,128,38,258,92,21,183,74,8,8,4,2,3,False,676,298,69
62,415,no,no,0,248,109,42,220,118,18,265,78,11,13,2,3,1,True,746,307,74
110,415,no,yes,38,236,102,40,195,112,16,183,82,8,9,6,2,1,False,623,302,66
16,510,no,no,0,205,69,34,169,93,14,220,64,9,10,3,2,0,False,604,229,59
73,408,no,no,0,94,136,16,280,122,23,205,77,9,9,4,2,0,False,588,339,50
128,408,no,no,0,125,99,21,205,107,17,254,111,11,18,2,5,0,False,602,319,54
39,408,no,no,0,60,158,10,306,120,26,123,46,5,12,3,3,1,False,501,327,44
103,415,no,yes,28,121,105,20,270,100,22,160,76,7,7,4,2,2,False,558,285,51
119,415,no,yes,29,117,66,20,256,114,21,147,76,6,7,3,2,3,False,527,259,49
173,510,no,yes,21,232,96,39,211,118,18,273,102,12,5,5,1,3,False,721,321,70
128,510,yes,yes,32,223,81,38,188,74,16,154,101,6,9,2,2,2,True,574,258,62
86,510,no,no,0,176,79,29,259,97,22,287,78,12,6,3,1,0,False,728,257,64
114,415,no,yes,32,125,79,21,177,105,15,232,89,10,12,3,3,1,False,546,276,49
104,408,no,no,0,138,107,23,256,113,21,234,74,10,10,3,2,0,False,638,297,56
148,415,no,no,0,86,134,14,246,92,20,251,91,11,11,4,3,1,False,594,321,48
129,408,no,no,0,207,91,35,154,121,13,245,112,11,13,5,3,3,False,619,329,62
100,510,no,yes,30,58,104,10,219,107,18,152,118,6,7,3,1,0,False,436,332,35
121,408,no,yes,35,68,95,11,209,69,17,197,42,8,11,4,3,1,False,485,210,39
143,408,no,yes,33,239,109,40,235,112,20,156,95,7,9,4,2,1,False,639,320,69
76,510,no,no,0,198,130,33,217,86,18,188,96,8,12,3,3,0,False,615,315,62
158,510,no,no,0,205,97,34,240,77,20,79,108,3,14,12,3,0,False,538,294,60
116,510,no,no,0,192,98,32,312,135,26,130,94,5,7,2,2,3,False,641,329,65
54,415,no,no,0,272,83,46,248,74,21,197,111,8,9,2,2,1,True,726,270,77
86,415,no,no,0,128,121,21,197,93,16,138,152,6,12,5,3,7,True,475,371,46
108,510,no,no,0,169,99,28,264,87,22,206,78,9,9,4,2,0,False,648,268,61
66,510,no,no,0,201,95,34,152,66,12,233,101,10,7,4,2,1,False,593,266,58
151,408,no,yes,17,214,97,36,138,90,11,169,44,7,8,4,2,1,False,529,235,56
99,510,no,no,0,169,70,28,271,77,23,170,104,7,10,2,2,0,False,620,253,60
55,415,no,no,0,194,121,33,176,110,15,302,136,13,7,7,1,2,False,679,374,62
77,510,no,no,0,233,104,39,266,94,22,212,104,9,7,3,2,2,False,718,305,72
78,408,no,no,0,225,67,38,199,127,16,175,102,7,14,2,3,0,False,613,298,64
89,415,no,no,0,213,63,36,176,71,15,262,126,11,9,1,2,1,True,660,261,64
101,415,no,no,0,183,115,31,255,101,21,275,145,12,10,11,2,1,False,723,372,66
44,415,no,yes,34,221,105,37,161,85,13,227,62,10,14,7,3,0,False,623,259,63
98,408,no,yes,21,64,98,10,176,86,14,244,84,11,0,0,0,2,False,484,268,35
64,510,no,yes,37,154,92,26,83,103,7,165,99,7,13,3,3,1,False,415,297,43
141,415,no,no,0,260,131,44,179,120,15,135,119,6,7,8,1,3,False,581,378,66
81,415,no,yes,33,161,117,27,123,90,10,261,101,11,12,5,3,1,False,557,313,51
162,510,no,no,0,220,117,37,155,121,13,186,89,8,10,11,2,1,False,571,338,60
83,415,no,yes,41,155,122,26,162,107,13,127,105,5,13,5,3,3,False,457,339,47
100,510,no,no,0,107,63,18,105,67,8,243,74,10,12,3,3,4,True,467,207,39
59,510,no,no,0,182,104,31,204,95,17,229,100,10,11,8,3,4,False,626,307,61
179,415,yes,yes,38,220,78,37,234,71,19,237,85,10,10,4,2,4,False,701,238,68
79,408,no,no,0,152,112,25,177,132,15,96,87,4,5,3,1,1,False,430,334,45
117,415,no,no,0,181,95,30,205,88,17,204,82,9,14,9,3,2,False,604,274,59
64,408,yes,no,0,236,77,40,218,85,18,194,97,8,13,2,3,2,True,661,261,69
31,415,no,no,0,166,105,28,79,93,6,213,98,9,12,2,3,1,False,470,298,46
124,408,yes,no,0,244,89,41,188,80,16,206,114,9,11,4,3,1,False,649,287,69
122,408,no,yes,23,134,85,22,227,132,19,122,96,5,8,2,2,2,False,491,315,48
37,408,yes,yes,39,149,122,25,211,75,17,114,90,5,9,4,2,1,False,483,291,49
90,408,no,yes,29,150,109,25,264,103,22,178,97,8,5,4,1,1,False,597,313,56
159,408,yes,no,0,257,53,43,312,127,26,183,82,8,8,6,2,1,True,760,268,79
148,415,no,no,0,124,83,21,179,81,15,253,99,11,11,6,3,0,False,567,269,50
39,415,no,yes,36,141,121,24,232,113,19,222,131,9,12,5,3,1,False,607,370,55
77,408,no,no,0,230,87,39,103,138,8,309,136,13,11,3,3,2,False,653,364,63
194,408,no,no,0,162,88,27,213,118,18,192,81,8,10,2,2,0,False,577,289,55
154,415,no,no,0,350,75,59,216,94,18,253,100,11,10,9,2,1,True,829,278,90
112,415,no,no,0,193,96,32,264,123,22,128,115,5,9,3,2,4,False,594,337,61
45,415,no,no,0,78,127,13,253,108,21,255,100,11,18,3,4,1,False,604,338,49
132,415,no,no,0,83,110,14,232,137,19,146,114,6,7,5,2,1,False,468,366,41
128,415,no,no,0,195,99,33,267,120,22,164,76,7,16,2,4,0,False,642,297,66
135,415,no,no,0,201,81,34,225,114,19,204,82,9,10,6,2,1,False,640,283,64
56,408,no,no,0,197,110,33,222,102,18,225,91,10,10,6,2,2,False,654,309,63
151,415,yes,no,0,218,57,37,114,88,9,269,95,12,12,1,3,0,True,613,241,61
32,415,no,no,0,164,98,28,229,96,19,167,108,7,14,2,4,2,False,574,304,58
90,415,no,no,0,179,77,30,210,99,17,276,58,12,9,6,2,2,False,674,240,61
87,415,no,yes,21,214,113,36,180,114,15,134,82,6,10,5,2,0,False,538,314,59
138,415,no,no,0,170,87,28,118,116,10,187,111,8,11,7,3,2,False,486,321,49
79,408,no,no,0,205,123,34,214,108,18,226,106,10,6,18,1,1,False,651,355,63
95,415,yes,no,0,165,84,28,286,112,24,198,89,8,11,2,3,1,True,660,287,63
127,415,no,no,0,221,100,37,160,113,13,233,96,10,6,4,1,2,False,620,313,61
137,510,no,no,0,242,118,41,191,93,16,218,50,9,14,2,3,3,False,665,263,69
97,415,no,no,0,151,107,25,155,96,13,240,112,10,14,4,3,1,False,560,319,51
149,415,yes,no,0,176,87,29,145,81,12,249,92,11,5,4,1,0,False,575,264,53
117,415,yes,yes,22,196,82,33,322,82,27,225,120,10,3,5,1,1,False,746,289,71
84,408,no,no,0,159,125,27,247,90,21,187,82,8,7,4,1,2,False,600,301,57
137,415,no,no,0,230,113,39,220,79,18,204,111,9,10,7,2,4,False,664,310,68
99,415,no,no,0,146,64,24,274,99,23,321,98,14,8,1,2,3,False,749,262,63
54,510,no,no,0,210,102,35,204,83,17,127,53,5,8,5,2,1,False,549,243,59
85,415,no,no,0,102,95,17,270,139,22,148,105,6,10,3,2,1,False,530,342,47
150,510,no,no,0,126,99,21,238,73,20,285,100,12,10,6,2,3,False,659,278,55
43,415,no,no,0,168,125,28,243,89,20,214,102,9,11,2,3,1,False,636,318,60
35,415,no,no,0,105,129,17,258,129,21,213,77,9,8,3,2,0,False,584,338,49
98,415,no,no,0,206,92,35,176,152,14,232,115,10,12,5,3,5,False,626,364,62
112,510,no,no,0,217,76,36,205,100,17,185,91,8,9,3,2,2,False,616,270,63
16,510,no,no,0,229,78,39,205,108,17,166,91,7,10,2,2,0,True,610,279,65
98,415,no,yes,22,278,89,47,93,143,7,107,42,4,9,5,2,0,False,487,279,60
84,408,no,no,0,138,102,23,199,93,16,204,137,9,7,4,2,0,False,548,336,50
94,415,no,no,0,234,103,39,279,109,23,234,121,10,2,2,0,1,True,749,335,72
84,510,no,no,0,181,129,30,130,112,11,186,118,8,8,4,2,1,False,505,363,51
66,415,no,no,0,167,91,28,230,68,19,191,118,8,10,5,2,1,True,598,282,57
98,415,no,yes,31,121,105,20,218,98,18,226,110,10,12,1,3,1,False,577,314,51
74,415,no,no,0,221,124,37,110,94,9,240,112,10,10,3,2,0,False,581,333,58
96,408,no,yes,26,145,108,24,192,89,16,165,96,7,9,2,2,1,False,511,295,49
119,510,no,no,0,222,122,37,163,107,13,160,112,7,11,6,3,1,False,556,347,60
73,415,no,no,0,183,80,31,242,115,20,201,100,9,7,3,2,4,False,633,298,62
92,415,yes,no,0,264,91,44,160,115,13,198,73,8,9,5,2,0,False,631,284,67
21,415,no,no,0,146,78,24,109,79,9,247,108,11,6,7,1,0,False,508,272,45
122,510,no,no,0,157,134,26,184,122,15,197,59,8,8,5,2,4,True,546,320,51
133,510,yes,no,0,127,108,21,251,81,21,135,88,6,10,3,2,1,False,523,280,50
145,415,no,no,0,187,110,31,197,117,16,167,108,7,4,4,1,2,False,555,339,55
25,408,no,no,0,178,90,30,141,72,12,203,99,9,8,5,2,2,False,530,266,53
64,415,no,no,0,97,80,16,186,90,15,189,92,8,10,6,2,2,False,482,268,41
85,415,no,no,0,259,85,44,242,117,20,168,72,7,5,1,1,0,False,674,275,72
126,415,no,no,0,256,112,43,199,90,16,188,122,8,7,5,1,3,False,650,329,68
76,415,no,no,0,169,77,28,124,87,10,219,92,9,10,3,2,0,False,522,259,49
113,415,no,no,0,239,47,40,282,110,24,238,88,10,8,3,2,2,True,767,248,76
224,510,yes,no,0,171,99,29,160,103,13,212,102,9,5,2,1,1,True,548,306,52
117,408,no,no,0,239,84,40,174,106,14,209,93,9,9,2,2,0,False,631,285,65
128,408,no,yes,34,142,73,24,194,79,16,239,81,10,16,6,4,1,False,591,239,54
115,415,no,no,0,184,98,31,327,73,27,212,106,9,7,6,2,2,False,730,283,69
141,415,no,yes,28,206,126,35,264,126,22,171,124,7,9,11,2,2,False,650,387,66
51,510,no,no,0,259,114,44,176,94,14,77,112,3,15,1,4,1,False,527,321,65
100,415,no,no,0,203,122,34,283,76,24,197,83,8,12,3,3,0,False,695,284,69
96,415,no,yes,45,248,124,42,140,77,11,263,102,11,10,2,2,3,False,661,305,66
112,415,no,yes,16,221,110,37,130,123,11,200,108,9,11,3,3,1,False,562,344,60
129,510,yes,no,0,192,131,32,185,101,15,205,130,9,10,4,2,1,False,592,366,58
163,415,no,no,0,122,129,20,113,108,9,180,97,8,12,7,3,1,False,427,341,40
67,415,no,yes,40,104,65,17,216,93,18,217,128,9,9,9,2,1,False,546,295,46
140,408,no,no,0,173,91,29,196,106,16,209,128,9,11,5,3,3,False,589,330,57
49,510,no,no,0,119,69,20,273,92,23,214,153,9,12,7,3,2,False,618,321,55
46,510,no,no,0,250,100,42,260,90,22,195,104,8,13,2,3,2,True,718,296,75
148,415,no,no,0,178,98,30,282,110,24,181,98,8,11,4,3,1,False,652,310,65
112,510,no,no,0,243,77,41,182,97,15,259,94,11,12,2,3,1,False,696,270,70
78,415,no,no,0,155,106,26,175,101,14,155,125,7,11,5,3,2,False,496,337,50
61,408,no,yes,31,288,101,49,203,102,17,203,49,9,8,3,2,0,False,702,255,77
58,510,no,yes,29,240,80,40,118,91,10,164,108,7,11,3,3,1,False,533,282,60
155,415,no,no,0,190,123,32,301,96,25,214,134,9,8,3,2,1,False,713,356,68
100,510,no,no,0,278,76,47,176,74,15,219,126,9,8,4,2,0,True,681,280,73
113,510,no,no,0,155,93,26,330,106,28,189,123,8,13,3,3,1,False,687,325,65
81,415,no,no,0,153,99,26,197,102,16,198,86,8,6,2,1,2,False,554,289,51
135,510,no,yes,27,273,141,46,154,99,13,245,112,11,12,6,3,1,False,684,358,73
99,408,no,no,0,155,93,26,265,95,22,145,67,6,12,4,3,0,False,577,259,57
59,510,no,yes,29,133,114,22,221,82,18,131,103,5,6,3,1,1,False,491,302,46
135,510,no,no,0,246,129,41,187,121,15,154,109,6,12,5,3,1,False,599,364,65
85,408,yes,no,0,165,107,28,196,126,16,349,110,15,9,7,2,2,False,719,350,61
70,510,no,no,0,59,103,10,257,106,21,208,86,9,11,6,3,0,False,535,301,43
88,510,no,no,0,138,116,23,236,138,20,179,110,8,9,4,2,3,False,562,368,53
55,510,no,no,0,286,100,48,134,121,11,192,122,8,6,5,1,2,False,618,348,68
75,415,no,no,0,117,114,19,201,61,17,107,82,4,12,3,3,1,False,437,260,43
79,510,no,yes,21,264,79,44,202,118,17,173,92,7,6,3,1,4,False,645,292,69
85,408,no,no,0,127,107,21,271,124,23,202,76,9,12,5,3,0,False,612,312,56
86,408,no,yes,23,225,107,38,246,105,20,245,81,11,9,2,2,0,False,725,295,71
91,510,no,no,0,149,115,25,245,105,20,260,94,11,8,3,2,0,False,662,317,58
149,415,no,yes,20,198,77,33,274,88,23,190,76,8,14,9,3,1,False,676,250,67
97,408,no,no,0,256,125,43,273,100,23,222,101,10,11,1,3,1,True,762,327,79
88,415,no,no,0,264,124,45,245,112,20,160,115,7,14,2,4,1,True,683,353,76
60,415,no,no,0,98,88,16,180,69,15,223,69,10,9,2,2,2,False,510,228,43
54,408,no,no,0,159,99,27,264,64,22,115,70,5,9,7,2,2,False,547,240,56
11,415,no,yes,28,190,86,32,220,122,18,180,80,8,6,3,1,3,False,596,291,59
109,415,no,no,0,184,120,31,120,119,10,153,86,6,11,3,2,0,False,468,328,49
90,415,no,no,0,261,128,44,220,104,18,136,91,6,9,5,2,1,False,626,328,70
115,408,no,no,0,147,109,25,228,117,19,299,90,13,9,9,2,3,False,683,325,59
144,415,no,yes,18,106,109,18,108,113,9,208,111,9,10,5,2,1,False,432,338,38
91,408,no,no,0,133,75,22,195,87,16,280,89,12,5,2,1,0,False,613,253,51
105,415,no,yes,23,193,85,32,220,90,18,272,111,12,8,5,2,0,False,693,291,64
71,415,yes,no,0,178,113,30,167,94,14,182,111,8,13,3,3,3,True,540,321,55
132,510,no,yes,36,226,103,38,181,125,15,258,102,11,10,5,2,3,True,675,335,66
112,415,no,no,0,170,103,28,200,71,17,258,100,11,11,4,3,1,False,639,278,59
86,415,no,yes,32,70,163,12,166,121,14,244,105,11,11,5,3,3,False,491,394,40
41,510,no,yes,34,194,63,33,254,110,21,160,115,7,17,9,4,2,False,625,297,65
44,415,no,no,0,240,146,40,164,83,13,240,106,10,10,2,2,1,False,654,337,65
78,408,no,no,0,75,116,12,248,87,21,176,83,7,9,6,2,3,False,508,292,42
149,408,no,no,0,69,117,11,136,100,11,181,53,8,6,3,1,1,False,392,273,31
72,510,no,yes,33,96,59,16,315,98,26,163,117,7,6,4,1,4,True,580,278,50
139,415,no,yes,20,214,101,36,235,132,19,162,132,7,14,12,4,0,False,625,377,66
74,510,no,no,0,148,111,25,146,42,12,289,83,13,9,6,2,3,False,592,242,52
50,510,no,no,0,258,106,43,161,106,13,225,110,10,11,5,3,1,False,655,327,69
141,510,no,yes,23,149,112,25,162,118,13,220,115,9,7,2,2,3,False,538,347,49
140,408,no,no,0,149,134,25,164,98,13,294,124,13,8,2,2,1,False,615,358,53
99,408,no,no,0,190,102,32,158,107,13,271,92,12,11,4,3,2,False,630,305,60
166,408,no,no,0,181,108,30,253,54,21,112,94,5,11,6,3,1,False,557,262,59
124,408,no,no,0,151,123,25,187,104,15,255,93,11,5,3,1,1,False,598,323,52
74,415,no,no,0,155,116,26,173,63,14,257,97,11,8,4,2,0,False,593,280,53
117,510,no,no,0,149,95,25,256,110,21,212,92,9,13,13,3,2,False,630,310,58
85,510,no,no,0,222,132,37,231,101,19,223,75,10,11,2,2,3,False,687,310,68
36,415,no,yes,16,149,111,25,131,113,11,132,87,5,6,2,1,0,False,418,313,42
102,510,yes,no,0,233,103,39,221,131,18,146,106,6,12,3,3,0,False,612,343,66
76,415,no,no,0,204,100,34,292,139,24,244,105,10,10,2,2,0,False,750,346,70
165,510,no,no,0,242,126,41,209,65,17,228,126,10,0,0,0,1,False,679,317,68
130,415,no,no,0,150,119,25,230,99,19,186,76,8,12,4,3,1,False,578,298,55
78,415,no,no,0,208,119,35,252,132,21,280,120,12,12,7,3,0,False,752,378,71
55,415,yes,no,0,191,91,32,256,110,21,203,101,9,14,6,3,1,True,664,308,65
92,415,yes,no,0,130,113,22,260,122,22,244,98,10,9,2,2,2,True,643,335,56
129,415,no,yes,33,119,104,20,278,88,23,263,175,11,5,2,1,2,False,665,369,55
18,408,no,no,0,273,93,46,114,116,9,250,120,11,8,4,2,1,False,645,333,68
161,415,yes,no,0,156,114,26,180,63,15,179,115,8,11,9,3,2,False,526,301,52
93,415,no,yes,36,178,134,30,178,102,15,126,82,5,8,4,2,2,False,490,322,52
144,415,no,no,0,177,93,30,287,75,24,180,118,8,11,3,3,2,False,655,289,65
75,408,yes,no,0,211,61,35,105,119,8,175,63,7,9,4,2,4,True,500,247,52
95,415,no,no,0,175,91,29,244,109,20,75,95,3,7,2,2,1,False,501,297,54
126,415,no,yes,23,114,102,19,190,103,16,240,111,10,12,7,3,3,False,556,323,48
124,415,no,yes,28,251,104,42,225,89,19,251,121,11,7,5,2,1,False,734,319,74
93,415,yes,no,0,216,61,36,207,120,17,221,110,9,17,5,4,1,True,661,296,66
109,415,yes,yes,26,217,138,36,145,111,12,280,76,12,9,3,2,0,False,651,328,62
80,510,no,no,0,206,97,35,154,98,13,263,82,11,12,12,3,0,False,635,289,62
41,415,no,no,0,159,66,27,125,75,10,261,76,11,11,5,3,1,False,556,222,51
136,415,no,yes,31,143,88,24,236,65,20,227,120,10,11,5,3,2,False,617,278,57
92,415,no,no,0,154,122,26,329,88,28,288,117,12,5,2,1,3,True,776,329,67
143,408,no,yes,24,186,69,31,222,116,18,234,138,10,11,5,3,1,False,653,328,62
118,415,no,yes,26,170,114,29,199,125,16,169,98,7,9,5,2,5,True,547,342,54
193,408,no,yes,17,124,102,21,202,81,17,205,129,9,12,3,3,1,False,543,315,50
73,415,no,no,0,198,94,33,279,101,23,146,87,6,14,8,4,3,False,637,290,66
62,408,no,no,0,172,101,29,204,97,17,240,90,10,9,8,2,2,False,625,296,58
30,415,no,yes,30,217,74,36,213,86,18,227,104,10,6,3,1,0,False,663,267,65
60,408,yes,yes,29,265,113,45,215,94,18,108,82,4,14,12,3,0,True,602,301,70
148,510,no,yes,14,93,137,15,193,72,16,144,84,6,17,5,4,1,False,447,298,41
96,510,no,no,0,98,100,16,307,88,26,182,120,8,7,1,2,2,False,594,309,52
52,408,no,no,0,214,68,36,158,138,13,123,114,5,9,4,2,2,False,504,324,56
87,415,no,no,0,168,92,28,224,100,19,169,99,7,12,3,3,1,False,573,294,57
41,408,no,no,0,202,97,34,153,104,13,113,92,5,9,3,2,3,False,477,296,54
112,415,no,no,0,261,108,44,154,102,13,130,90,5,11,2,3,1,False,556,302,65
88,510,no,no,0,73,86,12,161,82,13,239,76,10,8,3,2,4,True,481,247,37
122,408,no,yes,27,253,84,43,229,109,19,190,123,8,9,5,2,7,False,681,321,72
61,408,no,no,0,45,108,7,151,74,12,152,94,6,9,6,2,2,False,357,282,27
87,510,no,no,0,231,105,39,171,108,14,67,136,3,13,6,3,1,False,482,355,59
176,408,no,no,0,47,125,8,167,90,14,163,107,7,10,8,2,2,False,387,330,31
30,510,no,no,0,227,88,38,182,100,15,191,134,8,12,3,3,0,False,612,325,64
95,415,no,yes,22,40,126,6,133,90,11,264,91,11,11,7,3,0,False,448,314,31
46,415,no,no,0,124,133,21,157,143,13,199,72,8,8,4,2,2,False,488,352,44
100,510,yes,no,0,68,110,11,337,115,28,205,99,9,12,9,3,0,False,622,333,51
47,415,no,yes,37,163,77,27,203,102,17,232,87,10,7,4,2,2,False,605,270,56
77,415,no,no,0,163,112,27,219,89,18,233,66,10,6,3,1,2,False,621,270,56
98,415,no,yes,38,213,61,36,253,104,21,207,73,9,10,5,2,2,False,683,243,68
125,415,no,yes,36,201,117,34,42,78,3,125,104,5,5,3,1,1,False,373,302,43
67,510,no,no,0,310,97,52,66,123,5,246,99,11,9,10,2,4,False,631,329,70
194,408,no,no,0,48,101,8,281,138,23,218,87,9,18,1,4,1,False,565,327,44
128,415,no,yes,40,171,88,29,145,109,12,196,93,8,14,6,3,1,False,526,296,52
190,415,no,yes,22,166,93,28,183,92,15,121,102,5,8,3,2,0,False,478,290,50
165,415,no,no,0,216,126,36,190,104,16,224,123,10,12,8,3,0,False,642,361,65
59,408,no,no,0,107,113,18,216,125,18,217,92,9,9,3,2,2,False,549,333,47
47,408,no,yes,28,141,94,24,168,108,14,113,84,5,7,2,2,1,False,429,288,45
150,415,no,yes,29,209,77,35,158,52,13,141,113,6,6,1,1,0,False,514,243,55
152,415,yes,yes,20,237,120,40,253,94,21,265,80,11,14,3,3,9,True,769,297,75
26,415,no,no,0,234,109,39,216,129,18,191,94,8,3,6,0,3,False,644,338,65
79,510,no,yes,31,103,90,17,243,135,20,76,92,3,12,8,3,3,False,434,325,43
95,510,no,yes,27,129,106,22,248,90,21,268,115,12,11,3,3,1,False,656,314,58
69,510,yes,no,0,279,90,47,248,91,21,171,118,7,8,10,2,2,True,706,309,77
95,510,yes,yes,41,136,91,23,200,61,17,133,67,6,10,9,2,5,True,479,228,48
31,415,no,yes,31,100,54,17,246,97,20,255,131,11,5,3,1,0,False,606,285,49
121,408,no,yes,31,237,63,40,205,117,17,196,85,8,10,5,2,4,False,648,270,67
111,415,no,no,0,172,58,29,183,108,15,158,104,7,7,3,2,4,True,520,273,53
157,415,no,no,0,224,111,38,200,99,17,116,118,5,11,2,3,2,False,551,330,63
44,510,no,no,0,288,112,48,258,92,21,192,90,8,10,4,2,3,True,748,298,79
61,510,yes,no,0,78,103,13,195,149,16,108,100,4,10,6,2,2,False,391,358,35
65,415,no,no,0,148,80,25,259,94,22,149,107,6,12,6,3,2,False,568,287,56
74,415,no,yes,25,194,84,33,119,103,10,175,75,7,13,2,3,2,False,501,264,53
123,408,no,no,0,159,77,27,303,92,25,226,120,10,12,4,3,0,False,700,293,65
58,408,no,yes,20,194,110,33,213,89,18,236,92,10,9,2,2,1,False,652,293,63
74,408,no,no,0,174,96,29,251,94,21,257,123,11,8,5,2,2,True,690,318,63
125,415,no,no,0,131,97,22,136,100,11,308,119,13,7,6,2,2,False,582,322,48
80,415,no,no,0,160,103,27,237,109,20,245,88,11,10,1,2,1,False,652,301,60
53,408,no,yes,18,146,107,24,310,84,26,178,130,8,7,7,1,0,False,641,328,59
99,408,no,yes,28,200,88,34,264,116,22,172,102,7,9,5,2,1,False,645,311,65
99,415,no,no,0,145,106,24,98,106,8,230,83,10,10,5,2,1,False,483,300,44
66,415,no,yes,29,229,104,39,257,84,21,231,119,10,8,1,2,2,False,725,308,72
97,510,no,no,0,211,76,35,189,100,16,123,102,5,4,4,1,3,False,527,282,57
75,510,no,yes,37,121,97,20,271,110,23,248,97,11,11,5,3,2,False,651,309,57
85,510,yes,no,0,216,73,36,188,117,16,147,98,6,3,7,0,2,False,554,295,58
108,510,no,no,0,293,88,49,160,101,13,143,87,6,10,6,2,2,False,606,282,70
133,408,yes,yes,32,221,137,37,264,99,22,168,108,7,15,4,4,2,True,668,348,70
51,510,no,no,0,181,108,30,196,87,16,187,119,8,10,2,2,1,False,574,316,56
186,415,no,yes,26,74,107,12,177,116,15,296,90,13,14,3,3,2,False,561,316,43
44,415,yes,no,0,62,92,10,275,82,23,138,108,6,10,3,2,1,False,485,285,41
64,408,no,yes,31,228,88,38,248,109,21,167,124,7,9,1,2,3,False,652,322,68
44,510,no,no,0,228,121,38,276,79,23,279,77,12,9,5,2,2,True,792,282,75
114,415,no,yes,36,309,90,52,200,89,17,183,105,8,14,2,3,1,False,706,286,80
92,415,no,no,0,201,74,34,226,119,19,217,80,9,13,6,3,3,False,657,279,65
110,408,no,no,0,149,112,25,180,93,15,140,119,6,11,4,3,2,False,480,328,49
90,408,no,yes,30,183,76,31,229,95,19,144,124,6,7,3,2,1,False,563,298,58
72,408,no,yes,21,186,108,31,335,86,28,187,119,8,16,4,4,1,False,724,317,71
113,415,no,no,0,209,151,35,347,113,29,246,116,11,7,2,2,1,True,809,382,77
171,415,no,yes,25,223,77,37,183,118,15,150,90,6,10,3,2,3,False,566,288,60
104,415,no,no,0,164,109,27,155,90,13,168,117,7,10,8,2,1,False,497,324,49
165,408,no,no,0,150,75,25,193,93,16,311,93,14,10,2,2,1,False,664,263,57
104,510,no,no,0,234,128,39,293,92,24,183,79,8,9,6,2,0,True,719,305,73
110,408,no,no,0,55,102,9,164,124,14,200,108,9,10,5,2,1,False,429,339,34
90,408,yes,no,0,221,97,37,203,134,17,215,154,9,8,4,2,1,False,647,389,65
114,415,no,no,0,169,85,28,58,86,5,179,124,8,7,8,2,1,False,413,303,43
101,408,no,no,0,89,118,15,260,79,22,170,93,7,13,11,3,5,True,532,301,47
117,408,no,yes,14,80,81,13,219,103,18,122,102,5,8,2,2,1,False,429,288,38
109,408,no,no,0,218,105,37,299,87,25,158,110,7,11,4,3,2,False,686,306,72
82,408,no,no,0,125,96,21,207,137,17,183,103,8,12,2,3,1,False,527,338,49
92,510,no,no,0,176,85,29,93,125,7,207,107,9,9,1,2,2,False,485,318,47
82,510,no,yes,29,207,111,35,254,137,21,169,92,7,9,5,2,2,False,639,345,65
90,415,no,no,0,205,138,34,161,83,13,269,104,12,12,6,3,2,False,647,331,62
87,408,no,yes,28,151,95,25,152,97,12,250,109,11,0,0,0,1,False,553,301,48
124,510,no,no,0,157,70,26,130,79,11,193,98,8,9,4,2,3,False,489,251,47
39,408,no,no,0,160,68,27,102,103,8,235,106,10,9,5,2,2,False,506,282,47
84,415,no,no,0,159,80,27,167,128,14,167,101,7,12,5,3,1,False,505,314,51
75,510,no,yes,46,214,62,36,200,111,17,246,126,11,9,6,2,0,False,669,305,66
102,510,no,no,0,102,89,17,246,77,20,170,140,7,9,4,2,2,False,527,310,46
62,415,yes,no,0,159,86,27,197,76,16,121,105,5,13,6,3,0,True,490,273,51
143,510,no,no,0,202,109,34,165,104,14,143,71,6,4,4,1,1,False,514,288,55
53,415,no,no,0,57,95,9,265,131,22,244,128,10,11,6,3,3,False,577,360,44
30,415,no,no,0,169,144,28,225,118,19,169,93,7,11,7,3,1,False,574,362,57
112,415,no,no,0,335,77,57,212,109,18,265,132,11,12,8,3,2,True,824,326,89
129,415,no,no,0,139,119,23,289,105,24,129,97,5,13,8,3,0,False,570,329,55
63,415,no,yes,29,142,107,24,118,56,10,240,91,10,6,8,1,1,False,506,262,45
28,415,no,no,0,187,94,31,248,86,21,208,124,9,10,5,2,0,False,653,309,63
111,415,no,no,0,146,55,24,261,83,22,163,116,7,8,3,2,3,False,578,257,55
91,510,no,no,0,231,120,39,150,106,12,269,129,12,11,7,3,3,False,661,362,66
90,415,no,no,0,193,83,32,154,79,13,299,60,13,12,3,3,1,False,658,225,61
151,510,no,no,0,156,108,26,233,118,19,195,141,8,7,6,2,4,False,591,373,55
105,415,yes,yes,29,220,82,37,217,110,18,190,100,8,13,6,3,1,True,640,298,66
41,408,no,yes,37,239,110,40,221,115,18,189,100,8,7,1,1,2,False,656,326,67
48,510,no,yes,43,172,111,29,200,64,17,233,96,10,8,5,2,1,False,613,276,58
166,408,yes,yes,35,128,138,21,274,113,23,298,130,13,8,7,2,2,False,708,388,59
79,510,no,no,0,130,119,22,290,121,24,194,140,8,14,6,3,3,False,628,386,57
